"subid","familiarity","orientation","target_sex","target_presence","set_size","target_position","img1","img2","img3","img4","img5","img6","stimuli_combination","jitter","keypress","correct","RT"
"sub018","Stranger","Upright","Male","Target Present",2,5,"none","c_m6_1.jpg","none","none","c_m7_1.jpg","none","c_m6_1.jpg:c_m7_1.jpg:none:none:none:none",0.81667,1,1,762.16
"sub018","Stranger","Upright","Male","Target Present",6,1,"c_m7_1.jpg","c_m3_2.jpg","c_m1_1.jpg","c_m5_1.jpg","c_m6_1.jpg","c_m8_1.jpg","c_m1_1.jpg:c_m3_2.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m7_1.jpg:c_m8_1.jpg",0.9,0,0,1418.2
"sub018","Stranger","Upright","Male","Target Present",4,2,"none","c_m7_2.jpg","c_m3_1.jpg","none","c_m8_1.jpg","c_m5_1.jpg","c_m3_1.jpg:c_m5_1.jpg:c_m7_2.jpg:c_m8_1.jpg:none:none",0.9,1,1,1229.4
"sub018","Stranger","Upright","Male","Target Absent",6,0,"c_m1_1.jpg","c_m8_2.jpg","c_m4_2.jpg","c_m3_1.jpg","c_m6_2.jpg","c_m5_2.jpg","c_m1_1.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m5_2.jpg:c_m6_2.jpg:c_m8_2.jpg",0.98333,0,1,2562.7
"sub018","Stranger","Upright","Male","Target Present",6,1,"c_m7_1.jpg","c_m3_1.jpg","c_m4_2.jpg","c_m1_1.jpg","c_m6_1.jpg","c_m8_2.jpg","c_m1_1.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m6_1.jpg:c_m7_1.jpg:c_m8_2.jpg",0.9,1,1,810.69
"sub018","Stranger","Upright","Male","Target Present",4,5,"c_m6_1.jpg","c_m4_2.jpg","none","c_m5_2.jpg","c_m7_1.jpg","none","c_m4_2.jpg:c_m5_2.jpg:c_m6_1.jpg:c_m7_1.jpg:none:none",0.88333,1,1,1464.7
"sub018","Stranger","Upright","Male","Target Present",6,1,"c_m7_1.jpg","c_m5_1.jpg","c_m8_1.jpg","c_m3_1.jpg","c_m6_1.jpg","c_m4_2.jpg","c_m3_1.jpg:c_m4_2.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m7_1.jpg:c_m8_1.jpg",0.93333,1,1,1492.1
"sub018","Stranger","Upright","Male","Target Present",6,2,"c_m6_1.jpg","c_m7_1.jpg","c_m8_1.jpg","c_m4_2.jpg","c_m3_2.jpg","c_m5_1.jpg","c_m3_2.jpg:c_m4_2.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m7_1.jpg:c_m8_1.jpg",0.95,1,1,1430.6
"sub018","Stranger","Upright","Male","Target Absent",6,0,"c_m8_2.jpg","c_m3_1.jpg","c_m5_1.jpg","c_m1_2.jpg","c_m4_2.jpg","c_m6_1.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m8_2.jpg",0.9,0,1,1644
"sub018","Stranger","Upright","Male","Target Absent",4,0,"c_m1_2.jpg","none","c_m4_2.jpg","c_m3_1.jpg","none","c_m5_1.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m5_1.jpg:none:none",0.86667,0,1,1400.5
"sub018","Stranger","Upright","Male","Target Present",4,1,"c_m7_1.jpg","c_m3_1.jpg","none","c_m4_2.jpg","c_m6_2.jpg","none","c_m3_1.jpg:c_m4_2.jpg:c_m6_2.jpg:c_m7_1.jpg:none:none",0.81667,1,1,1422.7
"sub018","Stranger","Upright","Male","Target Absent",4,0,"none","c_m6_1.jpg","c_m1_2.jpg","none","c_m5_1.jpg","c_m4_1.jpg","c_m1_2.jpg:c_m4_1.jpg:c_m5_1.jpg:c_m6_1.jpg:none:none",0.91667,0,1,1707.8
"sub018","Stranger","Upright","Male","Target Absent",6,0,"c_m3_2.jpg","c_m6_1.jpg","c_m1_1.jpg","c_m4_1.jpg","c_m5_1.jpg","c_m8_2.jpg","c_m1_1.jpg:c_m3_2.jpg:c_m4_1.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m8_2.jpg",0.85,0,1,1445.9
"sub018","Stranger","Upright","Male","Target Absent",4,0,"c_m4_2.jpg","none","c_m1_1.jpg","c_m8_2.jpg","none","c_m5_2.jpg","c_m1_1.jpg:c_m4_2.jpg:c_m5_2.jpg:c_m8_2.jpg:none:none",0.8,0,1,1514.3
"sub018","Stranger","Upright","Male","Target Absent",2,0,"c_m5_1.jpg","none","none","c_m4_1.jpg","none","none","c_m4_1.jpg:c_m5_1.jpg:none:none:none:none",0.95,0,1,1004.3
"sub018","Stranger","Upright","Male","Target Absent",4,0,"c_m1_2.jpg","none","c_m4_2.jpg","c_m6_2.jpg","none","c_m3_2.jpg","c_m1_2.jpg:c_m3_2.jpg:c_m4_2.jpg:c_m6_2.jpg:none:none",0.85,0,1,1378.4
"sub018","Stranger","Upright","Male","Target Absent",2,0,"none","c_m8_1.jpg","none","none","c_m4_1.jpg","none","c_m4_1.jpg:c_m8_1.jpg:none:none:none:none",0.88333,0,1,1193.6
"sub018","Stranger","Upright","Male","Target Absent",2,0,"none","none","c_m8_1.jpg","none","none","c_m6_1.jpg","c_m6_1.jpg:c_m8_1.jpg:none:none:none:none",0.93333,0,1,920.21
"sub018","Stranger","Upright","Male","Target Present",4,3,"c_m4_2.jpg","none","c_m7_1.jpg","c_m8_2.jpg","none","c_m1_2.jpg","c_m1_2.jpg:c_m4_2.jpg:c_m7_1.jpg:c_m8_2.jpg:none:none",0.86667,1,1,1041.7
"sub018","Stranger","Upright","Male","Target Present",4,6,"c_m5_2.jpg","none","c_m3_1.jpg","c_m6_1.jpg","none","c_m7_2.jpg","c_m3_1.jpg:c_m5_2.jpg:c_m6_1.jpg:c_m7_2.jpg:none:none",0.95,1,1,1238.3
"sub018","Stranger","Upright","Male","Target Present",4,6,"none","c_m6_2.jpg","c_m4_2.jpg","none","c_m8_2.jpg","c_m7_2.jpg","c_m4_2.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_2.jpg:none:none",0.88333,1,1,1034.8
"sub018","Stranger","Upright","Male","Target Absent",6,0,"c_m4_2.jpg","c_m6_2.jpg","c_m8_2.jpg","c_m5_1.jpg","c_m1_2.jpg","c_m3_1.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m5_1.jpg:c_m6_2.jpg:c_m8_2.jpg",0.93333,0,1,1671.5
"sub018","Stranger","Upright","Male","Target Present",4,4,"c_m3_2.jpg","none","c_m4_1.jpg","c_m7_1.jpg","none","c_m8_2.jpg","c_m3_2.jpg:c_m4_1.jpg:c_m7_1.jpg:c_m8_2.jpg:none:none",0.95,1,1,714.73
"sub018","Stranger","Upright","Male","Target Absent",2,0,"none","c_m6_2.jpg","none","none","c_m1_2.jpg","none","c_m1_2.jpg:c_m6_2.jpg:none:none:none:none",0.88333,0,1,1844
"sub018","Stranger","Upright","Male","Target Absent",2,0,"none","c_m5_2.jpg","none","none","c_m1_2.jpg","none","c_m1_2.jpg:c_m5_2.jpg:none:none:none:none",0.8,0,1,696.65
"sub018","Stranger","Upright","Male","Target Absent",6,0,"c_m4_1.jpg","c_m8_1.jpg","c_m1_1.jpg","c_m5_1.jpg","c_m6_1.jpg","c_m3_1.jpg","c_m1_1.jpg:c_m3_1.jpg:c_m4_1.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m8_1.jpg",0.86667,0,1,1739.3
"sub018","Stranger","Upright","Male","Target Present",6,1,"c_m7_2.jpg","c_m8_2.jpg","c_m5_1.jpg","c_m1_2.jpg","c_m6_2.jpg","c_m3_1.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m5_1.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_2.jpg",0.88333,1,1,955.92
"sub018","Stranger","Upright","Male","Target Absent",6,0,"c_m6_1.jpg","c_m3_2.jpg","c_m4_2.jpg","c_m5_1.jpg","c_m8_2.jpg","c_m1_1.jpg","c_m1_1.jpg:c_m3_2.jpg:c_m4_2.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m8_2.jpg",0.85,0,1,2083.9
"sub018","Stranger","Upright","Male","Target Absent",4,0,"c_m1_2.jpg","none","c_m6_1.jpg","c_m3_2.jpg","none","c_m4_1.jpg","c_m1_2.jpg:c_m3_2.jpg:c_m4_1.jpg:c_m6_1.jpg:none:none",0.83333,0,1,1918.5
"sub018","Stranger","Upright","Female","Target Present",4,1,"c_f5_1.jpg","c_f3_2.jpg","none","c_f8_2.jpg","c_f6_2.jpg","none","c_f3_2.jpg:c_f5_1.jpg:c_f6_2.jpg:c_f8_2.jpg:none:none",0.83333,1,1,1405
"sub018","Stranger","Upright","Female","Target Absent",6,0,"c_f2_1.jpg","c_f7_1.jpg","c_f3_1.jpg","c_f1_2.jpg","c_f6_1.jpg","c_f8_2.jpg","c_f1_2.jpg:c_f2_1.jpg:c_f3_1.jpg:c_f6_1.jpg:c_f7_1.jpg:c_f8_2.jpg",1,0,1,1533
"sub018","Stranger","Upright","Female","Target Present",6,1,"c_f5_1.jpg","c_f8_2.jpg","c_f3_2.jpg","c_f2_2.jpg","c_f7_2.jpg","c_f6_2.jpg","c_f2_2.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f6_2.jpg:c_f7_2.jpg:c_f8_2.jpg",0.85,1,1,1551.7
"sub018","Stranger","Upright","Female","Target Absent",4,0,"c_f1_2.jpg","c_f3_1.jpg","none","c_f7_2.jpg","c_f6_1.jpg","none","c_f1_2.jpg:c_f3_1.jpg:c_f6_1.jpg:c_f7_2.jpg:none:none",1,0,1,1345.5
"sub018","Stranger","Upright","Female","Target Absent",2,0,"none","c_f8_2.jpg","none","none","c_f3_1.jpg","none","c_f3_1.jpg:c_f8_2.jpg:none:none:none:none",0.83333,0,1,1164.2
"sub018","Stranger","Upright","Female","Target Present",2,6,"none","none","c_f6_2.jpg","none","none","c_f5_2.jpg","c_f5_2.jpg:c_f6_2.jpg:none:none:none:none",0.86667,1,1,1142.1
"sub018","Stranger","Upright","Female","Target Present",4,6,"c_f6_1.jpg","none","c_f1_1.jpg","c_f8_1.jpg","none","c_f5_2.jpg","c_f1_1.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f8_1.jpg:none:none",0.81667,1,1,1544.8
"sub018","Stranger","Upright","Female","Target Present",4,6,"c_f6_2.jpg","none","c_f2_1.jpg","c_f1_1.jpg","none","c_f5_2.jpg","c_f1_1.jpg:c_f2_1.jpg:c_f5_2.jpg:c_f6_2.jpg:none:none",0.93333,1,1,667.52
"sub018","Stranger","Upright","Female","Target Absent",4,0,"c_f7_1.jpg","c_f3_2.jpg","none","c_f1_2.jpg","c_f6_1.jpg","none","c_f1_2.jpg:c_f3_2.jpg:c_f6_1.jpg:c_f7_1.jpg:none:none",0.83333,0,1,1560.7
"sub018","Stranger","Upright","Female","Target Absent",2,0,"c_f8_2.jpg","none","none","c_f6_1.jpg","none","none","c_f6_1.jpg:c_f8_2.jpg:none:none:none:none",0.8,0,1,1082.8
"sub018","Stranger","Upright","Female","Target Present",2,3,"none","none","c_f5_2.jpg","none","none","c_f2_2.jpg","c_f2_2.jpg:c_f5_2.jpg:none:none:none:none",0.95,1,1,687.33
"sub018","Stranger","Upright","Female","Target Present",6,4,"c_f8_1.jpg","c_f7_2.jpg","c_f3_2.jpg","c_f5_1.jpg","c_f2_1.jpg","c_f6_1.jpg","c_f2_1.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_1.jpg",0.86667,0,0,2067.9
"sub018","Stranger","Upright","Female","Target Absent",6,0,"c_f3_2.jpg","c_f2_2.jpg","c_f7_2.jpg","c_f6_2.jpg","c_f1_2.jpg","c_f8_2.jpg","c_f1_2.jpg:c_f2_2.jpg:c_f3_2.jpg:c_f6_2.jpg:c_f7_2.jpg:c_f8_2.jpg",0.93333,0,1,1847.2
"sub018","Stranger","Upright","Female","Target Present",4,1,"c_f5_1.jpg","none","c_f3_2.jpg","c_f8_1.jpg","none","c_f2_1.jpg","c_f2_1.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f8_1.jpg:none:none",0.86667,1,1,1333.9
"sub018","Stranger","Upright","Female","Target Absent",4,0,"c_f3_1.jpg","c_f8_1.jpg","none","c_f2_2.jpg","c_f6_1.jpg","none","c_f2_2.jpg:c_f3_1.jpg:c_f6_1.jpg:c_f8_1.jpg:none:none",0.93333,0,1,1824.4
"sub018","Stranger","Upright","Female","Target Present",2,2,"none","c_f5_1.jpg","none","none","c_f1_1.jpg","none","c_f1_1.jpg:c_f5_1.jpg:none:none:none:none",0.8,1,1,783.76
"sub018","Stranger","Upright","Female","Target Absent",2,0,"none","c_f1_2.jpg","none","none","c_f2_1.jpg","none","c_f1_2.jpg:c_f2_1.jpg:none:none:none:none",0.98333,0,1,1808.4
"sub018","Stranger","Upright","Female","Target Present",4,5,"c_f2_1.jpg","c_f6_2.jpg","none","c_f7_1.jpg","c_f5_1.jpg","none","c_f2_1.jpg:c_f5_1.jpg:c_f6_2.jpg:c_f7_1.jpg:none:none",0.96667,1,1,1200.3
"sub018","Stranger","Upright","Female","Target Present",2,4,"c_f7_1.jpg","none","none","c_f5_2.jpg","none","none","c_f5_2.jpg:c_f7_1.jpg:none:none:none:none",0.95,1,1,624.26
"sub018","Stranger","Upright","Female","Target Absent",4,0,"none","c_f8_1.jpg","c_f6_2.jpg","none","c_f1_2.jpg","c_f7_1.jpg","c_f1_2.jpg:c_f6_2.jpg:c_f7_1.jpg:c_f8_1.jpg:none:none",0.96667,0,1,1399.6
"sub018","Stranger","Upright","Female","Target Present",2,6,"none","none","c_f6_1.jpg","none","none","c_f5_1.jpg","c_f5_1.jpg:c_f6_1.jpg:none:none:none:none",0.86667,1,1,887.56
"sub018","Stranger","Upright","Female","Target Absent",6,0,"c_f1_2.jpg","c_f6_1.jpg","c_f3_1.jpg","c_f7_2.jpg","c_f8_2.jpg","c_f2_2.jpg","c_f1_2.jpg:c_f2_2.jpg:c_f3_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg",0.93333,0,1,1644.2
"sub018","Stranger","Upright","Female","Target Absent",6,0,"c_f8_2.jpg","c_f1_2.jpg","c_f7_2.jpg","c_f2_2.jpg","c_f3_1.jpg","c_f6_2.jpg","c_f1_2.jpg:c_f2_2.jpg:c_f3_1.jpg:c_f6_2.jpg:c_f7_2.jpg:c_f8_2.jpg",0.91667,0,1,2106.8
"sub018","Stranger","Upright","Female","Target Present",6,5,"c_f3_2.jpg","c_f2_2.jpg","c_f7_1.jpg","c_f8_1.jpg","c_f5_1.jpg","c_f6_2.jpg","c_f2_2.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f6_2.jpg:c_f7_1.jpg:c_f8_1.jpg",0.9,1,1,1135
"sub018","Stranger","Upright","Female","Target Present",4,5,"c_f2_1.jpg","c_f8_1.jpg","none","c_f3_1.jpg","c_f5_1.jpg","none","c_f2_1.jpg:c_f3_1.jpg:c_f5_1.jpg:c_f8_1.jpg:none:none",0.85,1,1,617.4
"sub018","Stranger","Upright","Female","Target Absent",4,0,"none","c_f7_1.jpg","c_f2_1.jpg","none","c_f3_2.jpg","c_f8_2.jpg","c_f2_1.jpg:c_f3_2.jpg:c_f7_1.jpg:c_f8_2.jpg:none:none",0.85,0,1,1280.7
"sub018","Stranger","Upright","Female","Target Absent",2,0,"c_f8_1.jpg","none","none","c_f7_1.jpg","none","none","c_f7_1.jpg:c_f8_1.jpg:none:none:none:none",0.88333,0,1,1102
"sub018","Stranger","Upright","Female","Target Absent",6,0,"c_f8_1.jpg","c_f3_2.jpg","c_f1_2.jpg","c_f2_2.jpg","c_f6_2.jpg","c_f7_2.jpg","c_f1_2.jpg:c_f2_2.jpg:c_f3_2.jpg:c_f6_2.jpg:c_f7_2.jpg:c_f8_1.jpg",0.83333,0,1,1994
"sub018","Stranger","Upright","Female","Target Absent",4,0,"c_f3_1.jpg","none","c_f2_1.jpg","c_f7_2.jpg","none","c_f6_1.jpg","c_f2_1.jpg:c_f3_1.jpg:c_f6_1.jpg:c_f7_2.jpg:none:none",0.96667,0,1,1194.6
"sub018","Stranger","Upright","Female","Target Absent",2,0,"none","none","c_f2_2.jpg","none","none","c_f8_1.jpg","c_f2_2.jpg:c_f8_1.jpg:none:none:none:none",1,0,1,923.38
"sub018","Stranger","Upright","Female","Target Absent",6,0,"c_f3_1.jpg","c_f7_2.jpg","c_f1_1.jpg","c_f8_2.jpg","c_f6_1.jpg","c_f2_1.jpg","c_f1_1.jpg:c_f2_1.jpg:c_f3_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg",0.8,0,1,1662.7
"sub018","Stranger","Upright","Female","Target Present",2,3,"none","none","c_f5_2.jpg","none","none","c_f8_1.jpg","c_f5_2.jpg:c_f8_1.jpg:none:none:none:none",0.9,1,1,1028.6
"sub018","Stranger","Upright","Female","Target Present",4,5,"none","c_f6_2.jpg","c_f7_1.jpg","none","c_f5_2.jpg","c_f2_1.jpg","c_f2_1.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f7_1.jpg:none:none",0.81667,0,0,1243.9
"sub018","Stranger","Upright","Female","Target Present",2,2,"none","c_f5_1.jpg","none","none","c_f2_2.jpg","none","c_f2_2.jpg:c_f5_1.jpg:none:none:none:none",0.96667,1,1,1032.4
"sub018","Stranger","Upright","Female","Target Present",4,5,"c_f7_2.jpg","c_f3_2.jpg","none","c_f6_2.jpg","c_f5_2.jpg","none","c_f3_2.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f7_2.jpg:none:none",1,1,1,983.04
"sub018","Stranger","Upright","Female","Target Present",2,2,"none","c_f5_2.jpg","none","none","c_f1_2.jpg","none","c_f1_2.jpg:c_f5_2.jpg:none:none:none:none",0.8,1,1,687.72
"sub018","Stranger","Upright","Female","Target Present",4,1,"c_f5_1.jpg","c_f6_1.jpg","none","c_f3_1.jpg","c_f8_2.jpg","none","c_f3_1.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f8_2.jpg:none:none",1,1,1,1124.5
"sub018","Stranger","Upright","Female","Target Present",6,5,"c_f2_1.jpg","c_f1_1.jpg","c_f3_1.jpg","c_f8_2.jpg","c_f5_1.jpg","c_f7_2.jpg","c_f1_1.jpg:c_f2_1.jpg:c_f3_1.jpg:c_f5_1.jpg:c_f7_2.jpg:c_f8_2.jpg",0.8,1,1,1871.7
"sub018","Stranger","Upright","Female","Target Absent",6,0,"c_f7_1.jpg","c_f8_1.jpg","c_f1_1.jpg","c_f6_1.jpg","c_f2_2.jpg","c_f3_2.jpg","c_f1_1.jpg:c_f2_2.jpg:c_f3_2.jpg:c_f6_1.jpg:c_f7_1.jpg:c_f8_1.jpg",0.93333,0,1,1772.9
"sub018","Stranger","Upright","Female","Target Present",4,3,"c_f8_2.jpg","none","c_f5_1.jpg","c_f2_2.jpg","none","c_f3_1.jpg","c_f2_2.jpg:c_f3_1.jpg:c_f5_1.jpg:c_f8_2.jpg:none:none",0.96667,1,1,1014.2
"sub018","Stranger","Upright","Female","Target Present",2,2,"none","c_f5_1.jpg","none","none","c_f8_1.jpg","none","c_f5_1.jpg:c_f8_1.jpg:none:none:none:none",0.9,1,1,710.2
"sub018","Stranger","Upright","Female","Target Present",6,1,"c_f5_2.jpg","c_f7_2.jpg","c_f1_2.jpg","c_f8_2.jpg","c_f6_1.jpg","c_f2_2.jpg","c_f1_2.jpg:c_f2_2.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg",0.98333,1,1,1146.1
"sub018","Stranger","Upright","Female","Target Present",4,3,"c_f1_1.jpg","none","c_f5_2.jpg","c_f6_1.jpg","none","c_f3_1.jpg","c_f1_1.jpg:c_f3_1.jpg:c_f5_2.jpg:c_f6_1.jpg:none:none",0.98333,1,1,1589
"sub018","Stranger","Upright","Female","Target Absent",4,0,"c_f2_1.jpg","none","c_f3_1.jpg","c_f6_1.jpg","none","c_f7_2.jpg","c_f2_1.jpg:c_f3_1.jpg:c_f6_1.jpg:c_f7_2.jpg:none:none",0.93333,0,1,1501.4
"sub018","Stranger","Upright","Female","Target Absent",2,0,"c_f6_1.jpg","none","none","c_f3_2.jpg","none","none","c_f3_2.jpg:c_f6_1.jpg:none:none:none:none",0.81667,0,1,1137.5
"sub018","Stranger","Upright","Female","Target Absent",2,0,"none","c_f3_2.jpg","none","none","c_f8_2.jpg","none","c_f3_2.jpg:c_f8_2.jpg:none:none:none:none",0.83333,0,1,931.98
"sub018","Stranger","Upright","Female","Target Present",6,6,"c_f6_2.jpg","c_f3_2.jpg","c_f2_1.jpg","c_f7_2.jpg","c_f1_2.jpg","c_f5_2.jpg","c_f1_2.jpg:c_f2_1.jpg:c_f3_2.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f7_2.jpg",0.83333,1,1,1486.6
"sub018","Stranger","Upright","Female","Target Present",2,3,"none","none","c_f5_2.jpg","none","none","c_f3_1.jpg","c_f3_1.jpg:c_f5_2.jpg:none:none:none:none",0.8,1,1,883.47
"sub018","Stranger","Upright","Female","Target Present",2,3,"none","none","c_f5_1.jpg","none","none","c_f2_2.jpg","c_f2_2.jpg:c_f5_1.jpg:none:none:none:none",0.81667,1,1,832.02
"sub018","Stranger","Upright","Female","Target Present",2,3,"none","none","c_f5_2.jpg","none","none","c_f8_2.jpg","c_f5_2.jpg:c_f8_2.jpg:none:none:none:none",0.93333,1,1,534.53
"sub018","Stranger","Upright","Female","Target Present",4,1,"c_f5_2.jpg","none","c_f7_2.jpg","c_f8_2.jpg","none","c_f6_1.jpg","c_f5_2.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg:none:none",1,1,1,1585.2
"sub018","Stranger","Upright","Female","Target Absent",2,0,"c_f1_1.jpg","none","none","c_f2_2.jpg","none","none","c_f1_1.jpg:c_f2_2.jpg:none:none:none:none",0.86667,0,1,1649.8
"sub018","Stranger","Upright","Female","Target Present",4,2,"none","c_f5_2.jpg","c_f8_2.jpg","none","c_f2_1.jpg","c_f7_2.jpg","c_f2_1.jpg:c_f5_2.jpg:c_f7_2.jpg:c_f8_2.jpg:none:none",0.88333,1,1,831.75
"sub018","Stranger","Upright","Female","Target Present",6,3,"c_f3_2.jpg","c_f1_1.jpg","c_f5_1.jpg","c_f2_2.jpg","c_f7_1.jpg","c_f6_2.jpg","c_f1_1.jpg:c_f2_2.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f6_2.jpg:c_f7_1.jpg",1,1,1,2054.4
"sub018","Stranger","Upright","Female","Target Absent",4,0,"c_f7_2.jpg","c_f3_2.jpg","none","c_f8_2.jpg","c_f6_2.jpg","none","c_f3_2.jpg:c_f6_2.jpg:c_f7_2.jpg:c_f8_2.jpg:none:none",1,0,1,1780.3
"sub018","Stranger","Upright","Female","Target Absent",4,0,"c_f3_1.jpg","c_f7_2.jpg","none","c_f6_2.jpg","c_f2_1.jpg","none","c_f2_1.jpg:c_f3_1.jpg:c_f6_2.jpg:c_f7_2.jpg:none:none",0.93333,0,1,2156.9
"sub018","Stranger","Upright","Female","Target Absent",4,0,"none","c_f1_1.jpg","c_f3_2.jpg","none","c_f7_1.jpg","c_f8_1.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f7_1.jpg:c_f8_1.jpg:none:none",1,0,1,1278.9
"sub018","Stranger","Upright","Female","Target Absent",6,0,"c_f3_2.jpg","c_f8_2.jpg","c_f2_1.jpg","c_f1_1.jpg","c_f7_1.jpg","c_f6_1.jpg","c_f1_1.jpg:c_f2_1.jpg:c_f3_2.jpg:c_f6_1.jpg:c_f7_1.jpg:c_f8_2.jpg",0.95,0,1,1596.2
"sub018","Stranger","Upright","Female","Target Present",2,4,"c_f6_2.jpg","none","none","c_f5_2.jpg","none","none","c_f5_2.jpg:c_f6_2.jpg:none:none:none:none",0.86667,1,1,644.9
"sub018","Stranger","Upright","Female","Target Absent",2,0,"c_f6_1.jpg","none","none","c_f8_2.jpg","none","none","c_f6_1.jpg:c_f8_2.jpg:none:none:none:none",0.93333,0,1,955.44
"sub018","Stranger","Upright","Female","Target Present",4,3,"c_f3_1.jpg","none","c_f5_2.jpg","c_f7_1.jpg","none","c_f2_2.jpg","c_f2_2.jpg:c_f3_1.jpg:c_f5_2.jpg:c_f7_1.jpg:none:none",0.85,1,1,1397.4
"sub018","Stranger","Upright","Female","Target Present",6,6,"c_f3_2.jpg","c_f8_1.jpg","c_f2_1.jpg","c_f1_2.jpg","c_f6_1.jpg","c_f5_2.jpg","c_f1_2.jpg:c_f2_1.jpg:c_f3_2.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f8_1.jpg",0.85,1,1,2238.1
"sub018","Stranger","Upright","Female","Target Present",2,1,"c_f5_2.jpg","none","none","c_f6_1.jpg","none","none","c_f5_2.jpg:c_f6_1.jpg:none:none:none:none",0.93333,1,1,900.74
"sub018","Stranger","Upright","Female","Target Present",6,1,"c_f5_2.jpg","c_f8_1.jpg","c_f7_1.jpg","c_f3_1.jpg","c_f1_2.jpg","c_f2_1.jpg","c_f1_2.jpg:c_f2_1.jpg:c_f3_1.jpg:c_f5_2.jpg:c_f7_1.jpg:c_f8_1.jpg",0.9,1,1,488.61
"sub018","Stranger","Upright","Female","Target Present",4,6,"c_f2_1.jpg","none","c_f1_1.jpg","c_f8_1.jpg","none","c_f5_1.jpg","c_f1_1.jpg:c_f2_1.jpg:c_f5_1.jpg:c_f8_1.jpg:none:none",0.88333,1,1,1237.3
"sub018","Stranger","Upright","Female","Target Absent",2,0,"c_f3_1.jpg","none","none","c_f1_1.jpg","none","none","c_f1_1.jpg:c_f3_1.jpg:none:none:none:none",0.91667,0,1,1092
"sub018","Stranger","Upright","Female","Target Present",6,5,"c_f8_2.jpg","c_f7_1.jpg","c_f1_2.jpg","c_f2_1.jpg","c_f5_1.jpg","c_f3_2.jpg","c_f1_2.jpg:c_f2_1.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f7_1.jpg:c_f8_2.jpg",0.95,1,1,1992.6
"sub018","Stranger","Upright","Female","Target Present",6,1,"c_f5_2.jpg","c_f8_2.jpg","c_f3_1.jpg","c_f1_1.jpg","c_f6_1.jpg","c_f2_1.jpg","c_f1_1.jpg:c_f2_1.jpg:c_f3_1.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f8_2.jpg",0.91667,1,1,1145.2
"sub018","Stranger","Upright","Female","Target Absent",4,0,"c_f2_2.jpg","c_f8_1.jpg","none","c_f6_2.jpg","c_f1_1.jpg","none","c_f1_1.jpg:c_f2_2.jpg:c_f6_2.jpg:c_f8_1.jpg:none:none",0.91667,0,1,1227.8
"sub018","Stranger","Upright","Female","Target Absent",4,0,"c_f1_1.jpg","none","c_f7_1.jpg","c_f8_1.jpg","none","c_f2_2.jpg","c_f1_1.jpg:c_f2_2.jpg:c_f7_1.jpg:c_f8_1.jpg:none:none",0.91667,0,1,1371.1
"sub018","Stranger","Upright","Female","Target Absent",2,0,"none","c_f2_1.jpg","none","none","c_f7_2.jpg","none","c_f2_1.jpg:c_f7_2.jpg:none:none:none:none",0.9,0,1,1252.5
"sub018","Stranger","Upright","Female","Target Absent",6,0,"c_f7_2.jpg","c_f2_2.jpg","c_f3_1.jpg","c_f8_2.jpg","c_f1_1.jpg","c_f6_1.jpg","c_f1_1.jpg:c_f2_2.jpg:c_f3_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg",0.81667,0,1,1906.4
